date,open,high,low,close,volume
2019-05-08 00:00:00+05:30,11478.7,11479.1,11346.95,11359.45,0
2019-05-09 00:00:00+05:30,11322.4,11357.6,11255.05,11301.8,0
2019-05-10 00:00:00+05:30,11314.15,11345.8,11251.05,11278.9,0
2019-05-13 00:00:00+05:30,11258.7,11300.2,11125.6,11148.2,0
2019-05-14 00:00:00+05:30,11151.65,11294.75,11108.3,11222.05,0
2019-05-15 00:00:00+05:30,11271.7,11286.8,11136.95,11157.0,0
2019-05-16 00:00:00+05:30,11180.35,11281.55,11143.35,11257.1,0
2019-05-17 00:00:00+05:30,11261.9,11426.15,11259.85,11407.15,0
2019-05-20 00:00:00+05:30,11651.9,11845.2,11591.7,11828.25,0
2019-05-21 00:00:00+05:30,11863.65,11883.55,11682.8,11709.1,0
2019-05-22 00:00:00+05:30,11727.95,11784.8,11682.4,11737.9,0
2019-05-23 00:00:00+05:30,11901.3,12041.15,11614.5,11657.05,0
2019-05-24 00:00:00+05:30,11748.0,11859.0,11658.1,11844.1,0
2019-05-27 00:00:00+05:30,11855.5,11957.15,11812.4,11924.75,0
2019-05-28 00:00:00+05:30,11958.35,11958.55,11864.9,11928.75,0
2019-05-29 00:00:00+05:30,11905.8,11931.9,11836.8,11861.1,0
2019-05-30 00:00:00+05:30,11865.3,11968.55,11859.4,11945.9,0
2019-05-31 00:00:00+05:30,11999.8,12039.25,11829.45,11922.8,0
2019-06-03 00:00:00+05:30,11953.75,12103.05,11920.1,12088.55,0
2019-06-04 00:00:00+05:30,12052.65,12095.2,12005.85,12021.65,0
2019-06-06 00:00:00+05:30,12039.8,12039.8,11830.25,11843.75,0
2019-06-07 00:00:00+05:30,11865.2,11897.5,11769.5,11870.65,0
2019-06-10 00:00:00+05:30,11934.9,11975.05,11871.75,11922.7,0
2019-06-11 00:00:00+05:30,11959.85,12000.35,11904.35,11965.6,0
2019-06-12 00:00:00+05:30,11962.45,11962.45,11866.35,11906.2,0
2019-06-13 00:00:00+05:30,11873.9,11931.35,11817.05,11914.05,0
2019-06-14 00:00:00+05:30,11910.1,11911.85,11797.7,11823.3,0
2019-06-17 00:00:00+05:30,11844.0,11844.05,11657.75,11672.15,0
2019-06-18 00:00:00+05:30,11677.05,11727.2,11641.15,11691.5,0
2019-06-19 00:00:00+05:30,11744.45,11802.5,11625.1,11691.45,0
2019-06-20 00:00:00+05:30,11653.65,11843.5,11635.05,11831.75,0
2019-06-21 00:00:00+05:30,11827.6,11827.95,11705.1,11724.1,0
2019-06-24 00:00:00+05:30,11725.8,11754.0,11670.2,11699.65,0
2019-06-25 00:00:00+05:30,11681.0,11814.4,11651.0,11796.45,0
2019-06-26 00:00:00+05:30,11768.15,11871.85,11757.55,11847.55,0
2019-06-27 00:00:00+05:30,11860.85,11911.15,11821.05,11841.55,0
2019-06-28 00:00:00+05:30,11861.15,11871.7,11775.5,11788.85,0
2019-07-01 00:00:00+05:30,11839.9,11884.65,11830.8,11865.6,0
2019-07-02 00:00:00+05:30,11890.3,11917.45,11814.7,11910.3,0
2019-07-03 00:00:00+05:30,11932.15,11945.2,11887.05,11916.75,0
2019-07-04 00:00:00+05:30,11928.8,11969.25,11923.65,11946.75,0
2019-07-05 00:00:00+05:30,11964.75,11981.75,11797.9,11811.15,0
2019-07-08 00:00:00+05:30,11770.4,11771.9,11523.3,11558.6,0
2019-07-09 00:00:00+05:30,11531.6,11582.55,11461.0,11555.9,0
2019-07-10 00:00:00+05:30,11536.15,11593.7,11475.65,11498.9,0
2019-07-11 00:00:00+05:30,11561.45,11599.0,11519.5,11582.9,0
2019-07-12 00:00:00+05:30,11601.15,11639.55,11538.6,11552.5,0
2019-07-15 00:00:00+05:30,11614.75,11618.4,11532.3,11588.35,0
2019-07-16 00:00:00+05:30,11596.65,11670.05,11573.95,11662.6,0
2019-07-17 00:00:00+05:30,11670.75,11706.65,11651.15,11687.5,0
2019-07-18 00:00:00+05:30,11675.6,11677.15,11582.4,11596.9,0
2019-07-19 00:00:00+05:30,11627.95,11640.35,11399.3,11419.25,0
2019-07-22 00:00:00+05:30,11392.85,11398.15,11301.25,11346.2,0
2019-07-23 00:00:00+05:30,11372.25,11398.15,11302.8,11331.05,0
2019-07-24 00:00:00+05:30,11322.45,11359.75,11229.8,11271.3,0
2019-07-25 00:00:00+05:30,11290.4,11361.4,11239.35,11252.15,0
2019-07-26 00:00:00+05:30,11247.45,11307.6,11210.05,11284.3,0
2019-07-29 00:00:00+05:30,11307.5,11310.95,11152.4,11189.2,0
2019-07-30 00:00:00+05:30,11213.7,11267.45,11072.65,11085.4,0
2019-07-31 00:00:00+05:30,11034.05,11145.3,10999.4,11118.0,0
2019-08-01 00:00:00+05:30,11060.2,11076.75,10881.0,10980.0,0
2019-08-02 00:00:00+05:30,10930.3,11080.15,10848.95,10997.35,0
2019-08-05 00:00:00+05:30,10895.8,10895.8,10782.6,10862.6,0
2019-08-06 00:00:00+05:30,10815.4,11018.55,10813.8,10948.25,0
2019-08-07 00:00:00+05:30,10958.1,10975.65,10835.9,10855.5,0
2019-08-08 00:00:00+05:30,10899.2,11058.05,10842.95,11032.45,0
2019-08-09 00:00:00+05:30,11087.9,11181.45,11062.8,11109.65,0
2019-08-13 00:00:00+05:30,11139.4,11145.9,10901.6,10925.85,0
2019-08-14 00:00:00+05:30,11003.25,11078.15,10935.6,11029.4,0
2019-08-16 00:00:00+05:30,11043.65,11068.65,10924.3,11047.8,0
2019-08-19 00:00:00+05:30,11094.8,11146.9,11037.85,11053.9,0
2019-08-20 00:00:00+05:30,11063.9,11076.3,10985.3,11017.0,0
2019-08-21 00:00:00+05:30,11018.15,11034.2,10906.65,10918.7,0
2019-08-22 00:00:00+05:30,10905.3,10908.25,10718.3,10741.35,0
2019-08-23 00:00:00+05:30,10699.6,10862.55,10637.15,10829.35,0
2019-08-26 00:00:00+05:30,11000.3,11070.3,10756.55,11057.85,0
2019-08-27 00:00:00+05:30,11106.55,11141.75,11049.5,11105.35,0
2019-08-28 00:00:00+05:30,11101.3,11129.65,10987.65,11046.1,0
2019-08-29 00:00:00+05:30,10996.05,11021.1,10922.4,10948.3,0
2019-08-30 00:00:00+05:30,10987.8,11042.6,10874.8,11023.25,0
2019-09-03 00:00:00+05:30,10960.95,10967.5,10772.7,10797.9,0
2019-09-04 00:00:00+05:30,10790.4,10858.75,10746.35,10844.65,0
2019-09-05 00:00:00+05:30,10860.95,10920.1,10816.0,10847.9,0
2019-09-06 00:00:00+05:30,10883.8,10957.05,10867.45,10946.2,0
2019-09-09 00:00:00+05:30,10936.7,11028.85,10889.8,11003.05,0
2019-09-11 00:00:00+05:30,11028.5,11054.8,11011.65,11035.7,0
2019-09-12 00:00:00+05:30,11058.3,11081.75,10964.95,10982.8,0
2019-09-13 00:00:00+05:30,10986.8,11084.45,10945.75,11075.9,0
2019-09-16 00:00:00+05:30,10994.85,11052.7,10968.2,11003.5,0
2019-09-17 00:00:00+05:30,11000.1,11000.1,10796.5,10817.6,0
2019-09-18 00:00:00+05:30,10872.8,10885.15,10804.85,10840.65,0
2019-09-19 00:00:00+05:30,10845.2,10845.2,10670.25,10704.8,0
2019-09-20 00:00:00+05:30,10746.8,11381.9,10691.0,11274.2,0
2019-09-23 00:00:00+05:30,11542.7,11694.85,11471.35,11600.2,0
2019-09-24 00:00:00+05:30,11590.7,11655.05,11539.2,11588.2,0
2019-09-25 00:00:00+05:30,11564.85,11564.95,11416.1,11440.2,0
2019-09-26 00:00:00+05:30,11469.85,11610.85,11466.35,11571.2,0
2019-09-27 00:00:00+05:30,11556.35,11593.6,11499.75,11512.4,0
2019-09-30 00:00:00+05:30,11491.15,11508.25,11390.8,11474.45,0
2019-10-01 00:00:00+05:30,11515.4,11554.2,11247.9,11359.9,0
2019-10-03 00:00:00+05:30,11322.25,11370.4,11257.35,11314.0,0
2019-10-04 00:00:00+05:30,11388.45,11400.3,11158.35,11174.75,0
2019-10-07 00:00:00+05:30,11196.2,11233.85,11112.65,11126.4,0
2019-10-09 00:00:00+05:30,11152.95,11321.6,11090.15,11313.3,0
2019-10-10 00:00:00+05:30,11280.5,11293.35,11208.55,11234.55,0
2019-10-11 00:00:00+05:30,11257.7,11362.9,11189.4,11305.05,0
2019-10-14 00:00:00+05:30,11335.9,11420.45,11290.05,11341.15,0
2019-10-15 00:00:00+05:30,11360.85,11462.35,11342.1,11428.3,0
2019-10-16 00:00:00+05:30,11464.95,11481.05,11411.1,11464.0,0
2019-10-17 00:00:00+05:30,11466.3,11599.1,11439.65,11586.35,0
2019-10-18 00:00:00+05:30,11580.3,11684.7,11553.15,11661.85,0
2019-10-22 00:00:00+05:30,11657.15,11714.35,11573.65,11588.35,0
2019-10-23 00:00:00+05:30,11596.2,11651.6,11554.4,11604.1,0
2019-10-24 00:00:00+05:30,11661.65,11679.6,11534.65,11582.6,0
2019-10-25 00:00:00+05:30,11646.15,11646.9,11490.75,11583.9,0
2019-10-27 00:00:00+05:30,11662.25,11672.4,11604.6,11627.15,0
2019-10-29 00:00:00+05:30,11643.95,11809.4,11627.35,11786.85,0
2019-10-30 00:00:00+05:30,11883.9,11883.95,11784.45,11844.1,0
2019-10-31 00:00:00+05:30,11890.45,11945.0,11855.1,11877.45,0
2019-11-01 00:00:00+05:30,11886.6,11918.3,11843.35,11890.6,0
2019-11-04 00:00:00+05:30,11928.9,11989.15,11905.35,11941.3,0
2019-11-05 00:00:00+05:30,11974.6,11978.95,11861.9,11917.2,0
2019-11-06 00:00:00+05:30,11911.5,12002.9,11850.25,11966.05,0
2019-11-07 00:00:00+05:30,12021.1,12021.4,11946.85,12012.05,0
2019-11-08 00:00:00+05:30,11987.15,12034.15,11888.75,11908.15,0
2019-11-11 00:00:00+05:30,11879.2,11932.65,11853.95,11913.45,0
2019-11-13 00:00:00+05:30,11908.3,11946.8,11823.2,11840.45,0
2019-11-14 00:00:00+05:30,11858.75,11895.65,11802.65,11872.1,0
2019-11-15 00:00:00+05:30,11904.2,11973.65,11879.25,11895.45,0
2019-11-18 00:00:00+05:30,11915.15,11946.2,11867.6,11884.5,0
2019-11-19 00:00:00+05:30,11919.45,11958.85,11881.75,11940.1,0
2019-11-20 00:00:00+05:30,12004.75,12038.6,11966.05,11999.1,0
2019-11-21 00:00:00+05:30,12025.65,12028.2,11956.9,11968.4,0
2019-11-22 00:00:00+05:30,11967.3,11968.1,11883.5,11914.4,0
2019-11-25 00:00:00+05:30,11922.45,12084.5,11919.75,12073.75,0
2019-11-26 00:00:00+05:30,12110.2,12132.45,12006.35,12037.7,0
2019-11-27 00:00:00+05:30,12068.5,12114.9,12055.15,12100.7,0
2019-11-28 00:00:00+05:30,12132.1,12158.8,12099.95,12151.15,0
2019-11-29 00:00:00+05:30,12146.2,12147.4,12017.4,12056.05,0
2019-12-02 00:00:00+05:30,12137.05,12137.15,12023.7,12048.2,0
2019-12-03 00:00:00+05:30,12067.65,12068.6,11956.4,11994.2,0
2019-12-04 00:00:00+05:30,11969.95,12054.7,11935.3,12043.2,0
2019-12-05 00:00:00+05:30,12071.25,12081.2,11998.75,12018.4,0
2019-12-06 00:00:00+05:30,12047.35,12057.05,11888.85,11921.5,0
2019-12-09 00:00:00+05:30,11939.1,11981.95,11888.05,11937.5,0
2019-12-10 00:00:00+05:30,11950.5,11953.2,11844.7,11856.8,0
2019-12-11 00:00:00+05:30,11867.35,11923.2,11832.3,11910.15,0
2019-12-12 00:00:00+05:30,11944.3,12005.5,11934.0,11971.8,0
2019-12-13 00:00:00+05:30,12026.4,12098.85,12023.6,12086.7,0
2019-12-16 00:00:00+05:30,12131.35,12134.65,12046.3,12053.95,0
2019-12-17 00:00:00+05:30,12082.45,12182.75,12070.35,12165.0,0
2019-12-18 00:00:00+05:30,12197.0,12237.7,12163.45,12221.65,0
2019-12-19 00:00:00+05:30,12223.4,12268.35,12191.15,12259.7,0
2019-12-20 00:00:00+05:30,12266.45,12293.9,12252.75,12271.8,0
2019-12-23 00:00:00+05:30,12235.45,12287.15,12213.25,12262.75,0
2019-12-24 00:00:00+05:30,12269.25,12283.7,12202.1,12214.55,0
2019-12-26 00:00:00+05:30,12211.85,12221.55,12118.85,12126.55,0
2019-12-27 00:00:00+05:30,12172.9,12258.45,12157.9,12245.8,0
2019-12-30 00:00:00+05:30,12274.9,12286.45,12213.8,12255.85,0
2019-12-31 00:00:00+05:30,12247.1,12247.1,12151.8,12168.45,0
2020-01-01 00:00:00+05:30,12202.15,12222.2,12165.3,12182.5,0
2020-01-02 00:00:00+05:30,12198.55,12289.9,12195.25,12282.2,0
2020-01-03 00:00:00+05:30,12261.1,12265.6,12191.35,12226.65,0
2020-01-06 00:00:00+05:30,12170.6,12179.1,11974.2,11993.05,0
2020-01-07 00:00:00+05:30,12079.1,12152.15,12005.35,12052.95,0
2020-01-08 00:00:00+05:30,11939.1,12044.95,11929.6,12025.35,0
2020-01-09 00:00:00+05:30,12153.15,12224.05,12132.55,12215.9,0
2020-01-10 00:00:00+05:30,12271.0,12311.2,12213.2,12256.8,0
2020-01-13 00:00:00+05:30,12296.7,12337.75,12285.8,12329.55,0
2020-01-14 00:00:00+05:30,12333.1,12374.25,12308.7,12362.3,0
2020-01-15 00:00:00+05:30,12349.4,12355.15,12278.75,12343.3,0
2020-01-16 00:00:00+05:30,12347.1,12389.05,12315.8,12355.5,0
2020-01-17 00:00:00+05:30,12328.4,12385.45,12321.4,12352.35,0
2020-01-20 00:00:00+05:30,12430.5,12430.5,12216.9,12224.55,0
2020-01-21 00:00:00+05:30,12195.3,12230.05,12162.3,12169.85,0
2020-01-22 00:00:00+05:30,12218.35,12225.05,12087.9,12106.9,0
2020-01-23 00:00:00+05:30,12123.75,12189.0,12094.1,12180.35,0
2020-01-24 00:00:00+05:30,12174.55,12272.15,12149.65,12248.25,0
2020-01-27 00:00:00+05:30,12197.1,12216.6,12107.0,12119.0,0
2020-01-28 00:00:00+05:30,12148.1,12163.55,12024.5,12055.8,0
2020-01-29 00:00:00+05:30,12114.9,12169.6,12103.8,12129.5,0
2020-01-30 00:00:00+05:30,12147.75,12150.3,12010.6,12035.8,0
2020-01-31 00:00:00+05:30,12100.4,12103.55,11945.85,11962.1,0
2020-02-01 00:00:00+05:30,11939.0,12017.35,11633.3,11661.85,0
2020-02-03 00:00:00+05:30,11627.45,11749.85,11614.5,11707.9,0
2020-02-04 00:00:00+05:30,11786.25,11986.15,11783.4,11979.65,0
2020-02-05 00:00:00+05:30,12005.85,12098.15,11953.35,12089.15,0
2020-02-06 00:00:00+05:30,12120.0,12160.6,12084.65,12137.95,0
2020-02-07 00:00:00+05:30,12151.15,12154.7,12073.95,12098.35,0
2020-02-10 00:00:00+05:30,12102.35,12103.55,11990.75,12031.5,0
2020-02-11 00:00:00+05:30,12108.4,12172.3,12099.0,12107.9,0
2020-02-12 00:00:00+05:30,12151.0,12231.75,12144.3,12201.2,0
2020-02-13 00:00:00+05:30,12219.55,12225.65,12139.8,12174.65,0
2020-02-14 00:00:00+05:30,12190.15,12246.7,12091.2,12113.45,0
2020-02-17 00:00:00+05:30,12131.8,12159.6,12037.0,12045.8,0
2020-02-18 00:00:00+05:30,12028.25,12030.75,11908.05,11992.5,0
2020-02-19 00:00:00+05:30,12090.6,12134.7,12042.1,12125.9,0
2020-02-20 00:00:00+05:30,12119.0,12152.0,12071.45,12080.85,0
2020-02-24 00:00:00+05:30,12012.55,12012.55,11813.4,11829.4,0
2020-02-25 00:00:00+05:30,11877.5,11883.05,11779.9,11797.9,0
2020-02-26 00:00:00+05:30,11738.55,11783.25,11639.6,11678.5,0
2020-02-27 00:00:00+05:30,11661.25,11663.85,11536.7,11633.3,0
2020-02-28 00:00:00+05:30,11382.0,11384.8,11175.05,11201.75,0
2020-03-02 00:00:00+05:30,11387.35,11433.0,11036.25,11132.75,0
2020-03-03 00:00:00+05:30,11217.55,11342.25,11152.55,11303.3,0
2020-03-04 00:00:00+05:30,11351.35,11356.6,11082.15,11251.0,0
2020-03-05 00:00:00+05:30,11306.05,11389.5,11244.6,11269.0,0
2020-03-06 00:00:00+05:30,10942.65,11035.1,10827.4,10989.45,0
2020-03-09 00:00:00+05:30,10742.05,10751.55,10294.45,10451.45,0
2020-03-11 00:00:00+05:30,10334.3,10545.1,10334.0,10458.4,0
2020-03-12 00:00:00+05:30,10039.95,10040.75,9508.0,9590.15,0
2020-03-13 00:00:00+05:30,9107.6,10159.4,8555.15,9955.2,0
2020-03-16 00:00:00+05:30,9587.8,9602.2,9165.1,9197.4,0
2020-03-17 00:00:00+05:30,9285.4,9403.8,8915.6,8967.05,0
2020-03-18 00:00:00+05:30,9088.45,9127.55,8407.05,8468.8,0
2020-03-19 00:00:00+05:30,8063.3,8575.45,7832.55,8263.45,0
2020-03-20 00:00:00+05:30,8284.45,8883.0,8178.2,8745.45,0
2020-03-23 00:00:00+05:30,7945.7,8159.25,7583.6,7610.25,0
2020-03-24 00:00:00+05:30,7848.3,8036.95,7511.1,7801.05,0
2020-03-25 00:00:00+05:30,7735.15,8376.75,7714.75,8317.85,0
2020-03-26 00:00:00+05:30,8451.0,8749.05,8304.9,8641.45,0
2020-03-27 00:00:00+05:30,8949.1,9038.9,8522.9,8660.25,0
2020-03-30 00:00:00+05:30,8385.95,8576.0,8244.0,8281.1,0
2020-03-31 00:00:00+05:30,8529.35,8678.3,8358.0,8597.75,0
2020-04-01 00:00:00+05:30,8584.1,8588.1,8198.35,8253.8,0
2020-04-03 00:00:00+05:30,8356.55,8356.55,8055.8,8083.8,0
2020-04-07 00:00:00+05:30,8446.3,8819.4,8360.95,8792.2,0
2020-04-08 00:00:00+05:30,8688.9,9131.7,8653.9,8748.75,0
2020-04-09 00:00:00+05:30,8973.05,9128.35,8904.55,9111.9,0
2020-04-13 00:00:00+05:30,9103.95,9112.05,8912.4,8993.85,0
2020-04-15 00:00:00+05:30,9196.4,9261.2,8874.1,8925.3,0
2020-04-16 00:00:00+05:30,8851.25,9053.75,8821.9,8992.8,0
2020-04-17 00:00:00+05:30,9323.45,9324.0,9091.35,9266.75,0
2020-04-20 00:00:00+05:30,9390.2,9390.85,9230.8,9261.85,0
2020-04-21 00:00:00+05:30,9016.95,9044.4,8909.4,8981.45,0
2020-04-22 00:00:00+05:30,9026.75,9209.75,8946.25,9187.3,0
2020-04-23 00:00:00+05:30,9232.35,9343.6,9170.15,9313.9,0
2020-04-24 00:00:00+05:30,9163.9,9296.9,9141.3,9154.4,0
2020-04-27 00:00:00+05:30,9259.7,9377.1,9250.35,9282.3,0
2020-04-28 00:00:00+05:30,9389.8,9404.4,9260.0,9380.9,0
2020-04-29 00:00:00+05:30,9408.6,9599.85,9392.35,9553.35,0
2020-04-30 00:00:00+05:30,9753.5,9889.05,9731.5,9859.9,0
2020-05-04 00:00:00+05:30,9533.5,9533.5,9266.95,9293.5,0
2020-05-05 00:00:00+05:30,9429.4,9450.9,9190.75,9205.6,0
2020-05-06 00:00:00+05:30,9226.8,9346.9,9116.5,9270.9,0
2020-05-07 00:00:00+05:30,9234.05,9277.85,9175.9,9199.05,0
2020-05-08 00:00:00+05:30,9376.95,9382.65,9238.2,9251.5,0
2020-05-11 00:00:00+05:30,9348.15,9439.9,9219.95,9239.2,0
2020-05-12 00:00:00+05:30,9168.85,9240.85,9043.95,9196.55,0
2020-05-13 00:00:00+05:30,9584.2,9584.5,9351.1,9383.55,0
2020-05-14 00:00:00+05:30,9213.95,9281.1,9119.75,9142.75,0
2020-05-15 00:00:00+05:30,9182.4,9182.4,9050.0,9136.85,0
2020-05-18 00:00:00+05:30,9158.3,9158.3,8806.75,8823.25,0
2020-05-19 00:00:00+05:30,8961.7,9030.35,8855.3,8879.1,0
2020-05-20 00:00:00+05:30,8889.15,9093.8,8875.35,9066.55,0
2020-05-21 00:00:00+05:30,9079.45,9178.55,9056.1,9106.25,0
2020-05-22 00:00:00+05:30,9067.9,9149.6,8968.55,9039.25,0
2020-05-26 00:00:00+05:30,9099.75,9161.65,8996.65,9029.05,0
2020-05-27 00:00:00+05:30,9082.2,9334.0,9004.25,9314.95,0
2020-05-28 00:00:00+05:30,9364.95,9511.25,9336.5,9490.1,0
2020-05-29 00:00:00+05:30,9422.2,9598.85,9376.9,9580.3,0
2020-06-01 00:00:00+05:30,9726.85,9931.6,9706.95,9826.15,0
2020-06-02 00:00:00+05:30,9880.85,9995.6,9824.05,9979.1,0
2020-06-03 00:00:00+05:30,10108.3,10176.2,10035.55,10061.55,0
2020-06-04 00:00:00+05:30,10054.25,10123.85,9944.25,10029.1,0
2020-06-05 00:00:00+05:30,10093.8,10177.8,10040.75,10142.15,0
2020-06-08 00:00:00+05:30,10326.75,10328.5,10120.25,10167.45,0
2020-06-09 00:00:00+05:30,10181.15,10291.15,10021.45,10046.65,0
2020-06-10 00:00:00+05:30,10072.6,10148.75,10036.85,10116.15,0
2020-06-11 00:00:00+05:30,10094.1,10112.05,9885.05,9902.0,0
2020-06-12 00:00:00+05:30,9544.95,9996.05,9544.35,9972.9,0
2020-06-15 00:00:00+05:30,9919.35,9943.35,9726.35,9813.7,0
2020-06-16 00:00:00+05:30,10014.8,10046.15,9728.5,9914.0,0
2020-06-17 00:00:00+05:30,9876.7,10003.6,9833.8,9881.15,0
2020-06-18 00:00:00+05:30,9863.25,10111.2,9845.05,10091.65,0
2020-06-19 00:00:00+05:30,10119.0,10272.4,10072.65,10244.4,0
2020-06-22 00:00:00+05:30,10318.75,10393.65,10277.6,10311.2,0
2020-06-23 00:00:00+05:30,10347.95,10484.7,10301.75,10471.0,0
2020-06-24 00:00:00+05:30,10529.25,10553.15,10281.95,10305.3,0
2020-06-25 00:00:00+05:30,10235.55,10361.8,10194.5,10288.9,0
2020-06-26 00:00:00+05:30,10378.9,10409.85,10311.25,10383.0,0
2020-06-29 00:00:00+05:30,10311.95,10337.95,10223.6,10312.4,0
2020-06-30 00:00:00+05:30,10382.6,10401.05,10267.35,10302.1,0
2020-07-01 00:00:00+05:30,10323.8,10447.05,10299.6,10430.05,0
2020-07-02 00:00:00+05:30,10493.05,10598.2,10485.55,10551.7,0
2020-07-03 00:00:00+05:30,10614.95,10631.3,10562.65,10607.35,0
2020-07-06 00:00:00+05:30,10723.85,10811.4,10695.1,10763.65,0
2020-07-07 00:00:00+05:30,10802.85,10813.8,10689.7,10799.65,0
2020-07-08 00:00:00+05:30,10818.65,10847.85,10676.55,10705.75,0
2020-07-09 00:00:00+05:30,10755.55,10836.85,10733.0,10813.45,0
2020-07-10 00:00:00+05:30,10764.1,10819.4,10713.0,10768.05,0
2020-07-13 00:00:00+05:30,10851.85,10894.05,10756.05,10802.7,0
2020-07-14 00:00:00+05:30,10750.85,10755.65,10562.9,10607.35,0
2020-07-15 00:00:00+05:30,10701.0,10827.45,10577.75,10618.2,0
2020-07-16 00:00:00+05:30,10706.2,10755.3,10595.2,10739.95,0
2020-07-17 00:00:00+05:30,10752.0,10933.45,10749.65,10901.7,0
2020-07-20 00:00:00+05:30,10999.45,11037.9,10953.0,11022.2,0
2020-07-21 00:00:00+05:30,11126.1,11179.55,11113.25,11162.25,0
2020-07-22 00:00:00+05:30,11231.2,11238.1,11056.55,11132.6,0
2020-07-23 00:00:00+05:30,11135.0,11239.8,11103.15,11215.45,0
2020-07-24 00:00:00+05:30,11149.95,11225.4,11090.3,11194.15,0
2020-07-27 00:00:00+05:30,11225.0,11225.0,11087.85,11131.8,0
2020-07-28 00:00:00+05:30,11154.1,11317.75,11151.4,11300.55,0
2020-07-29 00:00:00+05:30,11276.9,11341.4,11149.75,11202.85,0
2020-07-30 00:00:00+05:30,11254.3,11299.95,11084.95,11102.15,0
2020-07-31 00:00:00+05:30,11139.5,11150.4,11026.65,11073.45,0
2020-08-03 00:00:00+05:30,11057.55,11058.05,10882.25,10891.6,0
2020-08-04 00:00:00+05:30,10946.65,11112.25,10908.1,11095.25,0
2020-08-05 00:00:00+05:30,11155.75,11225.65,11064.05,11101.65,0
2020-08-06 00:00:00+05:30,11185.7,11256.8,11127.3,11200.15,0
2020-08-07 00:00:00+05:30,11186.65,11231.9,11142.05,11214.05,0
2020-08-10 00:00:00+05:30,11270.25,11337.3,11238.0,11270.15,0
2020-08-11 00:00:00+05:30,11322.25,11373.6,11299.15,11322.5,0
2020-08-12 00:00:00+05:30,11289.0,11322.0,11242.65,11308.4,0
2020-08-13 00:00:00+05:30,11334.85,11359.3,11269.95,11300.45,0
2020-08-14 00:00:00+05:30,11353.3,11366.25,11111.45,11178.4,0
2020-08-17 00:00:00+05:30,11248.9,11267.1,11144.5,11247.1,0
2020-08-18 00:00:00+05:30,11259.8,11401.7,11253.15,11385.35,0
2020-08-19 00:00:00+05:30,11452.15,11460.35,11394.1,11408.4,0
2020-08-20 00:00:00+05:30,11317.45,11361.45,11289.8,11312.2,0
2020-08-21 00:00:00+05:30,11409.65,11418.5,11362.2,11371.6,0
2020-08-24 00:00:00+05:30,11412.0,11497.25,11410.65,11466.45,0
2020-08-25 00:00:00+05:30,11513.1,11525.9,11423.35,11472.25,0
2020-08-26 00:00:00+05:30,11512.85,11561.75,11461.85,11549.6,0
2020-08-27 00:00:00+05:30,11609.3,11617.35,11540.6,11559.25,0
2020-08-28 00:00:00+05:30,11602.95,11686.05,11589.4,11647.6,0
2020-08-31 00:00:00+05:30,11777.55,11794.25,11325.85,11387.5,0
2020-09-01 00:00:00+05:30,11464.3,11553.55,11366.9,11470.25,0
2020-09-02 00:00:00+05:30,11478.55,11554.75,11430.4,11535.0,0
2020-09-03 00:00:00+05:30,11566.2,11584.95,11507.65,11527.45,0
2020-09-04 00:00:00+05:30,11354.4,11452.05,11303.65,11333.85,0
2020-09-07 00:00:00+05:30,11359.6,11381.15,11251.7,11355.05,0
2020-09-08 00:00:00+05:30,11378.55,11437.25,11290.45,11317.35,0
2020-09-09 00:00:00+05:30,11218.6,11298.15,11185.15,11278.0,0
2020-09-10 00:00:00+05:30,11363.3,11464.05,11327.4,11449.25,0
2020-09-11 00:00:00+05:30,11447.8,11493.5,11419.9,11464.45,0
2020-09-14 00:00:00+05:30,11540.15,11568.9,11383.55,11440.05,0
2020-09-15 00:00:00+05:30,11487.2,11535.95,11442.25,11521.8,0
2020-09-16 00:00:00+05:30,11538.45,11618.1,11516.75,11604.55,0
2020-09-17 00:00:00+05:30,11539.4,11587.2,11498.5,11516.1,0
2020-09-18 00:00:00+05:30,11584.1,11584.1,11446.1,11504.95,0
2020-09-21 00:00:00+05:30,11503.8,11535.25,11218.5,11250.55,0
2020-09-22 00:00:00+05:30,11301.75,11302.2,11084.65,11153.65,0
2020-09-23 00:00:00+05:30,11258.75,11259.55,11024.4,11131.85,0
2020-09-24 00:00:00+05:30,11011.0,11015.3,10790.2,10805.55,0
2020-09-25 00:00:00+05:30,10910.4,11072.6,10854.85,11050.25,0
2020-09-28 00:00:00+05:30,11140.85,11239.35,11099.85,11227.55,0
2020-09-29 00:00:00+05:30,11288.6,11305.4,11181.0,11222.4,0
2020-09-30 00:00:00+05:30,11244.45,11295.4,11184.55,11247.55,0
2020-10-01 00:00:00+05:30,11364.45,11428.6,11347.05,11416.95,0
2020-10-05 00:00:00+05:30,11487.8,11578.05,11452.3,11503.35,0
2020-10-06 00:00:00+05:30,11603.45,11680.3,11564.3,11662.4,0
2020-10-07 00:00:00+05:30,11679.25,11763.05,11629.35,11738.85,0
2020-10-08 00:00:00+05:30,11835.4,11905.7,11791.15,11834.6,0
2020-10-09 00:00:00+05:30,11852.05,11938.6,11805.2,11914.2,0
2020-10-12 00:00:00+05:30,11973.55,12022.05,11867.2,11930.95,0
2020-10-13 00:00:00+05:30,11934.65,11988.2,11888.9,11934.5,0
2020-10-14 00:00:00+05:30,11917.4,11997.2,11822.15,11971.05,0
